node_idx,hit_id,particle_id,volume_id,layer_id,module_id,nhits,endcap_volume7_binary,nhits_endcap_volume7
6896,12124,180149207775051776,7,12,46,11.0,1,4
6897,12125,409828184566005760,7,12,46,9.0,1,2
6898,12127,801640939830378496,7,12,46,14.0,1,6
6898,12177,801640939830378496,7,12,48,14.0,1,6
6899,12128,355790142998315008,7,12,46,11.0,1,3
6900,12129,941253627790491648,7,12,46,12.0,1,4
6901,12130,225183692220268544,7,12,47,11.0,1,9
6901,12235,225183692220268544,7,12,50,11.0,1,9
6902,12132,27031905685733376,7,12,47,13.0,1,10
6902,12069,27031905685733376,7,12,44,13.0,1,10
6902,12197,27031905685733376,7,12,50,13.0,1,10
6903,12137,968284433964597248,7,12,47,12.0,1,9
6903,12252,968284433964597248,7,12,52,12.0,1,9
6903,12206,968284433964597248,7,12,50,12.0,1,9
6904,12138,864702948205133824,7,12,47,12.0,1,9
6904,12219,864702948205133824,7,12,50,12.0,1,9
6905,13372,135108126260068352,7,12,90,11.0,1,8
6905,13261,135108126260068352,7,12,87,11.0,1,8
6906,13373,364804282920206336,7,12,90,15.0,1,10
6906,13483,364804282920206336,7,12,93,15.0,1,10
6907,13377,743095725222526976,7,12,90,12.0,1,9
6907,13456,743095725222526976,7,12,93,12.0,1,9
6908,13379,657533242177486848,7,12,90,10.0,1,7
6908,13445,657533242177486848,7,12,93,10.0,1,7
6909,13380,112591777390657536,7,12,90,10.0,1,8
6910,13381,292735418888093696,7,12,90,10.0,1,10
6910,13459,292735418888093696,7,12,93,10.0,1,10
6911,12146,873702519597957120,7,12,47,14.0,1,8
6912,12147,301747497225682944,7,12,47,13.0,1,7
6913,12148,747609289174024192,7,12,47,13.0,1,9
6913,12102,747609289174024192,7,12,44,13.0,1,9
6914,12151,445867701823340544,7,12,47,16.0,1,12
6914,12216,445867701823340544,7,12,50,16.0,1,12
6915,12153,301745366921904128,7,12,47,11.0,1,5
6916,12155,337777325036797952,7,12,47,13.0,1,11
6916,12070,337777325036797952,7,12,44,13.0,1,11
6917,12159,693555785724067840,7,12,47,15.0,1,11
6917,12098,693555785724067840,7,12,44,15.0,1,11
6918,12160,292742015957860352,7,12,47,15.0,1,11
6918,12192,292742015957860352,7,12,50,15.0,1,11
6919,12163,202669404935159808,7,12,47,13.0,1,10
6919,12030,202669404935159808,7,12,42,13.0,1,10
6919,12090,202669404935159808,7,12,44,13.0,1,10
6920,12165,675542280567783424,7,12,47,10.0,1,8
6920,12200,675542280567783424,7,12,50,10.0,1,8
6921,12166,4516037852659712,7,12,47,15.0,1,11
6921,12233,4516037852659712,7,12,50,15.0,1,11
6922,12167,238692566957031424,7,12,47,16.0,1,13
6922,12190,238692566957031424,7,12,50,16.0,1,13
6922,12065,238692566957031424,7,12,44,16.0,1,13
6923,12171,873714476786909184,7,12,47,12.0,1,10
6923,12231,873714476786909184,7,12,50,12.0,1,10
6924,12172,941254177546305536,7,12,48,13.0,1,7
6925,12174,851186789203836928,7,12,48,13.0,1,4
6925,12123,851186789203836928,7,12,46,13.0,1,4
6926,12175,432349618676695040,7,12,48,6.0,1,3
6927,12176,914238077340221440,7,12,48,14.0,1,3
6928,12178,743102391011770368,7,12,48,15.0,1,5
6928,12183,743102391011770368,7,12,49,15.0,1,5
6929,12180,306252471242588160,7,12,48,11.0,1,2
6930,12181,117117848286920704,7,12,48,11.0,1,5
6931,12184,752103680391512064,7,12,49,12.0,1,5
6931,12251,752103680391512064,7,12,51,12.0,1,5
6932,12186,99081253386452992,7,12,50,11.0,1,8
6932,12287,99081253386452992,7,12,52,11.0,1,8
6933,12194,225186509718814720,7,12,50,13.0,1,9
6934,12198,306245668014391296,7,12,50,14.0,1,12
6934,12170,306245668014391296,7,12,47,14.0,1,12
6935,12202,594476112885579776,7,12,50,13.0,1,10
6935,12144,594476112885579776,7,12,47,13.0,1,10
6936,12209,103594267582136320,7,12,50,14.0,1,11
6936,12087,103594267582136320,7,12,44,14.0,1,11
6936,12169,103594267582136320,7,12,47,14.0,1,11
6937,12211,837674341054283776,7,12,50,7.0,1,4
6938,12220,837681487879864320,7,12,50,12.0,1,6
6939,12222,418837995160862720,7,12,50,10.0,1,7
6939,12301,418837995160862720,7,12,52,10.0,1,7
6940,12223,932246909572087808,7,12,50,10.0,1,7
6940,12300,932246909572087808,7,12,52,10.0,1,7
6941,12224,878203576604688384,7,12,50,12.0,1,9
6941,12136,878203576604688384,7,12,47,12.0,1,9
6942,12225,4532942843936768,7,12,50,12.0,1,8
6942,12289,4532942843936768,7,12,52,12.0,1,8
6943,12227,711574032541036546,7,12,50,15.0,1,2
6944,12228,837674272334807040,7,12,50,14.0,1,11
6944,12152,837674272334807040,7,12,47,14.0,1,11
6944,12309,837674272334807040,7,12,52,14.0,1,11
6945,12232,355795571836977152,7,12,50,9.0,1,7
6946,12234,445881651877117952,7,12,50,9.0,1,5
6947,12239,445859180608225280,7,12,50,12.0,1,10
6947,12261,445859180608225280,7,12,52,12.0,1,10
6948,12240,229691483735719936,7,12,50,10.0,1,8
6948,12281,229691483735719936,7,12,52,10.0,1,8
6949,12241,103597909714403328,7,12,51,12.0,1,3
6950,12242,684547899274559488,7,12,51,14.0,1,6
6951,12243,0,7,12,51,0.0,1,123
6952,12244,144115600392716288,7,12,51,10.0,1,2
6953,12245,941259468946014208,7,12,51,13.0,1,6
6953,12319,941259468946014208,7,12,53,13.0,1,6
6954,12246,225180531124338688,7,12,51,13.0,1,4
6954,12323,225180531124338688,7,12,53,13.0,1,4
6955,12247,225184654292942848,7,12,51,13.0,1,3
6956,12248,873705405815980032,7,12,51,7.0,1,5
6956,12185,873705405815980032,7,12,49,7.0,1,5
6957,12249,337773133148717056,7,12,51,11.0,1,4
6958,12250,671041704597389312,7,12,51,11.0,1,2
6959,12259,743095793942003712,7,12,52,13.0,1,8
6960,12262,639523379153469440,7,12,52,13.0,1,10
6960,12382,639523379153469440,7,12,55,13.0,1,10
6961,12269,707071326250074112,7,12,52,10.0,1,5
6962,12272,243194723475390464,7,12,52,13.0,1,10
6962,12238,243194723475390464,7,12,50,13.0,1,10
6963,12274,887212425126871040,7,12,52,14.0,1,11
6963,12383,887212425126871040,7,12,55,14.0,1,11
6964,12275,837680800685096960,7,12,52,14.0,1,11
6964,12195,837680800685096960,7,12,50,14.0,1,11
6964,12131,837680800685096960,7,12,47,14.0,1,11
6965,12277,864705696984203264,7,12,52,14.0,1,12
6965,12363,864705696984203264,7,12,55,14.0,1,12
6966,12279,333268571448672256,7,12,52,10.0,1,5
6967,12285,734093473770110976,7,12,52,10.0,1,7
6968,12286,923244314522288128,7,12,52,12.0,1,10
6968,12215,923244314522288128,7,12,50,12.0,1,10
6969,12288,90077833702932480,7,12,52,14.0,1,11
6969,12218,90077833702932480,7,12,50,14.0,1,11
6969,12133,90077833702932480,7,12,47,14.0,1,11
6970,12290,675540562580865024,7,12,52,12.0,1,9
6970,12204,675540562580865024,7,12,50,12.0,1,9
6971,12292,418836620771328000,7,12,52,13.0,1,6
6972,12293,445867564384387072,7,12,52,10.0,1,8
6972,12390,445867564384387072,7,12,55,10.0,1,8
6973,12294,27037059646488576,7,12,52,12.0,1,10
6973,12196,27037059646488576,7,12,50,12.0,1,10
6974,12297,743096687295201280,7,12,52,11.0,1,7
6975,12299,63059259595685888,7,12,52,11.0,1,7
6976,12303,671047545752911872,7,12,52,15.0,1,11
6976,12388,671047545752911872,7,12,55,15.0,1,11
6977,12305,27027026602885120,7,12,52,13.0,1,11
6977,12226,27027026602885120,7,12,50,13.0,1,11
6978,12307,94582051805593600,7,12,52,14.0,1,6
6979,12308,22530505081618432,7,12,52,12.0,1,8
6979,12370,22530505081618432,7,12,55,12.0,1,8
6980,12310,360290787688185856,7,12,52,9.0,1,6
6980,12372,360290787688185856,7,12,55,9.0,1,6
6981,12311,364795280668753920,7,12,52,13.0,1,8
6981,12189,364795280668753920,7,12,50,13.0,1,8
6981,12296,923241565743218688,7,12,52,11.0,1,7
6982,12312,337783303631273984,7,12,52,9.0,1,4
6983,12313,306248966549274624,7,12,52,14.0,1,11
6983,12365,306248966549274624,7,12,55,14.0,1,11
6984,12315,734101582668365824,7,12,52,14.0,1,11
6984,12210,734101582668365824,7,12,50,14.0,1,11
6985,12317,229687498006069248,7,12,52,9.0,1,6
6986,13654,671073315556687872,7,12,101,14.0,1,5
6987,13655,225194962214453248,7,12,101,15.0,1,11
6988,13656,864707277532168192,7,12,101,10.0,1,6
6989,13657,950264194299592704,7,12,101,14.0,1,11
6989,13588,950264194299592704,7,12,98,14.0,1,11
6989,13519,950264194299592704,7,12,96,14.0,1,11
6990,13659,324261990669221888,7,12,101,8.0,1,5
6991,12325,103591037766729728,7,12,53,13.0,1,3
6992,12328,27025583493873664,7,12,54,8.0,1,5
6993,12329,797144624467542016,7,12,54,14.0,1,6
6994,12330,657528294375161856,7,12,54,13.0,1,6
6994,12399,657528294375161856,7,12,56,13.0,1,6
6995,12331,783626610040373248,7,12,54,14.0,1,7
6995,12402,783626610040373248,7,12,56,14.0,1,7
6996,12332,851186583045406720,7,12,54,14.0,1,2
6997,12334,707077579722457088,7,12,54,11.0,1,2
6998,12335,180166318924759040,7,12,54,6.0,1,2
6999,12338,391817909225127936,7,12,55,15.0,1,12
6999,12302,391817909225127936,7,12,52,15.0,1,12
6999,12236,391817909225127936,7,12,50,15.0,1,12
7000,12340,364801396702183424,7,12,55,13.0,1,9
7000,12452,364801396702183424,7,12,58,13.0,1,9
7001,12342,445859867802992640,7,12,55,12.0,1,8
7001,12267,445859867802992640,7,12,52,12.0,1,8
7002,12345,864702879485657088,7,12,55,12.0,1,8
7002,12437,864702879485657088,7,12,58,12.0,1,8
7003,12346,409828115846529024,7,12,55,16.0,1,13
7003,12271,409828115846529024,7,12,52,16.0,1,13
7003,12203,409828115846529024,7,12,50,16.0,1,13
7004,12350,459373965219987456,7,12,55,10.0,1,7
7004,12436,459373965219987456,7,12,58,10.0,1,7
7005,12355,261209809179639808,7,12,55,12.0,1,9
7005,12459,261209809179639808,7,12,58,12.0,1,9
7006,12356,711574857157967872,7,12,55,17.0,1,8
7006,12291,711574857157967872,7,12,52,17.0,1,8
7007,12357,90083262541594624,7,12,55,12.0,1,8
7008,12358,662035123817938944,7,12,55,12.0,1,4
7009,12361,454868166569361408,7,12,55,14.0,1,10
7009,12451,454868166569361408,7,12,58,14.0,1,10
7010,12367,220685315273129984,7,12,55,14.0,1,7
7011,12374,130610505227173888,7,12,55,14.0,1,6
7012,12375,851193592432033792,7,12,55,11.0,1,8
7012,12421,851193592432033792,7,12,58,11.0,1,8
7013,12377,225186372279861248,7,12,55,13.0,1,10
7013,12253,225186372279861248,7,12,52,13.0,1,10
7014,12379,954768755999637504,7,12,55,11.0,1,5
7015,12380,662034986378985472,7,12,55,13.0,1,11
7015,12446,662034986378985472,7,12,58,13.0,1,11
7016,12384,103587876670799872,7,12,55,11.0,1,8
7016,12260,103587876670799872,7,12,52,11.0,1,8
7017,12391,216176905282387968,7,12,55,12.0,1,8
7018,12392,418845348144873472,7,12,55,12.0,1,8
7019,12393,693555442126684160,7,12,55,15.0,1,10
7019,12429,693555442126684160,7,12,58,15.0,1,10
7020,12397,54047112538619904,7,12,55,14.0,1,11
7020,12450,54047112538619904,7,12,58,14.0,1,11
7021,12400,639532931160735744,7,12,56,13.0,1,7
7021,12409,639532931160735744,7,12,57,13.0,1,7
7022,12401,648522263351525376,7,12,56,10.0,1,3
7023,12403,238691192567496704,7,12,56,12.0,1,7
7024,12404,495400631935172608,7,12,56,4.0,1,2
7025,12405,45041081514983424,7,12,57,12.0,1,3
7025,12398,45041081514983424,7,12,56,12.0,1,3
7026,12406,337773064429240320,7,12,57,10.0,1,3
7027,12407,923239985195253760,7,12,57,12.0,1,3
7028,12408,90076184435490816,7,12,57,11.0,1,2
7029,12410,4510059258183680,7,12,57,15.0,1,7
7029,12466,4510059258183680,7,12,59,15.0,1,7
7030,12411,734108592054992896,7,12,57,15.0,1,7
7030,12467,734108592054992896,7,12,59,15.0,1,7
7031,13720,657533104738533376,7,12,103,10.0,1,3
7032,13721,747617191913848832,7,12,103,11.0,1,4
7033,13722,180153124785225728,7,12,103,12.0,1,2
7034,13727,481886328359747584,7,12,104,11.0,1,8
7034,13801,481886328359747584,7,12,106,11.0,1,8
7035,13729,225194962214453248,7,12,104,15.0,1,11
7036,13730,873712209044176896,7,12,104,13.0,1,11
7036,13785,873712209044176896,7,12,106,13.0,1,11
7037,12419,585474205030547456,7,12,58,10.0,1,8
7038,12423,837680938124050432,7,12,58,8.0,1,5
7039,12424,675544342152085504,7,12,58,11.0,1,9
7039,12339,675544342152085504,7,12,55,11.0,1,9
7040,12426,662039040828112896,7,12,58,13.0,1,10
7040,12265,662039040828112896,7,12,52,13.0,1,10
7040,12341,662039040828112896,7,12,55,13.0,1,10
7041,12428,932251307618598912,7,12,58,12.0,1,9
7041,12491,932251307618598912,7,12,60,12.0,1,9
7042,12432,828663637106229248,7,12,58,14.0,1,11
7042,12482,828663637106229248,7,12,60,14.0,1,11
7042,12364,828663637106229248,7,12,55,14.0,1,11
7043,12433,418845416864350208,7,12,58,15.0,1,12
7043,12348,418845416864350208,7,12,55,15.0,1,12
7043,12282,418845416864350208,7,12,52,15.0,1,12
7044,12434,535933853215227904,7,12,58,15.0,1,12
7044,12488,535933853215227904,7,12,60,15.0,1,12
7045,12440,292749918697684992,7,12,58,11.0,1,7
7046,12454,824162373941067776,7,12,58,14.0,1,10
7046,12376,824162373941067776,7,12,55,14.0,1,10
7047,12457,932256461579354112,7,12,58,12.0,1,7
7048,12458,684550922931535872,7,12,58,8.0,1,5
7048,12512,684550922931535872,7,12,60,8.0,1,5
7049,12462,333268090412335104,7,12,58,11.0,1,8
7049,12344,333268090412335104,7,12,55,11.0,1,8
7050,12463,4509921819230208,7,12,58,10.0,1,6
7051,12464,292744283700592640,7,12,59,12.0,1,5
7052,12465,211685950038736896,7,12,59,12.0,1,5
7052,12536,211685950038736896,7,12,61,12.0,1,5
7053,12468,639523447872946176,7,12,59,11.0,1,3
7054,12471,864694083392634880,7,12,59,10.0,1,3
7055,12472,301758835939344384,7,12,59,8.0,1,3
7056,12476,220683940883595264,7,12,60,13.0,1,11
7057,12478,292741878518906880,7,12,60,14.0,1,11
7057,12455,292741878518906880,7,12,58,14.0,1,11
7058,12481,648530509688733696,7,12,60,12.0,1,10
7058,12453,648530509688733696,7,12,58,12.0,1,10
7059,12486,355786088549187584,7,12,60,15.0,1,9
7060,12487,851180810609360896,7,12,60,13.0,1,10
7060,12381,851180810609360896,7,12,55,13.0,1,10
7060,12418,851180810609360896,7,12,58,13.0,1,10
7061,12489,752103336794128384,7,12,60,10.0,1,7
7062,12490,297238400040173568,7,12,60,15.0,1,12
7062,12573,297238400040173568,7,12,63,15.0,1,12
7063,12493,680047254584688640,7,12,60,12.0,1,8
7063,12612,680047254584688640,7,12,63,12.0,1,8
7064,12497,229688322639790080,7,12,60,6.0,1,5
7065,12498,162130548658012160,7,12,60,15.0,1,13
7065,12561,162130548658012160,7,12,63,15.0,1,13
7065,12439,162130548658012160,7,12,58,15.0,1,13
7066,12500,319756535615979520,7,12,60,7.0,1,5
7066,12564,319756535615979520,7,12,63,7.0,1,5
7067,12501,189155101359734784,7,12,60,17.0,1,14
7067,12643,189155101359734784,7,12,66,17.0,1,14
7067,12589,189155101359734784,7,12,63,17.0,1,14
7068,12502,923238679525195776,7,12,60,11.0,1,6
7068,12593,923238679525195776,7,12,63,11.0,1,6
7069,12506,432350924346753024,7,12,60,15.0,1,12
7069,12441,432350924346753024,7,12,58,15.0,1,12
7069,12337,432350924346753024,7,12,55,15.0,1,12
7070,12507,58546863875293184,7,12,60,11.0,1,6
7071,12508,27037403243872256,7,12,60,13.0,1,10
7071,12442,27037403243872256,7,12,58,13.0,1,10
7071,12386,27037403243872256,7,12,55,13.0,1,10
7072,12517,716075708006268928,7,12,60,14.0,1,8
7073,12519,301754437892833280,7,12,60,12.0,1,4
7074,12521,589972169660825600,7,12,60,14.0,1,7
7075,12524,734099040047726592,7,12,60,15.0,1,12
7075,12360,734099040047726592,7,12,55,15.0,1,12
7075,12435,734099040047726592,7,12,58,15.0,1,12
7076,12526,941266203454734336,7,12,60,14.0,1,11
7076,12415,941266203454734336,7,12,58,14.0,1,11
7076,12607,941266203454734336,7,12,63,14.0,1,11
7077,12527,135109569369079808,7,12,60,12.0,1,7
7078,12528,216173606747504640,7,12,60,12.0,1,9
7078,12583,216173606747504640,7,12,63,12.0,1,9
7079,12532,589973544050360320,7,12,61,10.0,1,4
7080,12533,639515476413644800,7,12,61,14.0,1,5
7080,12553,639515476413644800,7,12,62,14.0,1,5
7081,12534,225192763191197696,7,12,61,15.0,1,6
7081,12551,225192763191197696,7,12,62,15.0,1,6
7082,12535,909728980154712064,7,12,61,12.0,1,2
7083,12537,747599943325188096,7,12,61,10.0,1,3
7084,12539,801646368669040640,7,12,61,10.0,1,8
7084,12469,801646368669040640,7,12,59,10.0,1,8
7085,12540,171137747912753152,7,12,61,10.0,1,3
7085,12470,171137747912753152,7,12,59,10.0,1,3
7086,12542,716074402336210944,7,12,61,12.0,1,4
7087,12543,139619422468833280,7,12,61,12.0,1,3
7088,12544,306245324417007616,7,12,61,11.0,1,4
7089,12545,968275569152098304,7,12,61,11.0,1,3
7090,12546,860191445837938688,7,12,61,13.0,1,3
7091,12547,22530436362141696,7,12,61,14.0,1,4
7092,12548,180150444725633024,7,12,62,11.0,1,5
7092,12541,180150444725633024,7,12,61,11.0,1,5
7093,12549,468378828012519424,7,12,62,12.0,1,3
7094,12550,950276495085928448,7,12,62,12.0,1,4
7095,12552,671045759046516736,7,12,62,13.0,1,5
7095,12538,671045759046516736,7,12,61,13.0,1,5
7096,12554,743111461982699520,7,12,62,13.0,1,4
7097,12556,738591163522482176,7,12,63,13.0,1,10
7098,12558,220683940883595264,7,12,63,13.0,1,11
7099,12559,211679078091063296,7,12,63,10.0,1,8
7099,12676,211679078091063296,7,12,66,10.0,1,8
7100,12565,22529268131037184,7,12,63,13.0,1,8
7100,12525,22529268131037184,7,12,60,13.0,1,8
7101,12566,752101343929303040,7,12,63,12.0,1,9
7101,12672,752101343929303040,7,12,66,12.0,1,9
7101,12518,752101343929303040,7,12,60,12.0,1,9
7102,12567,45036477310042112,7,12,63,12.0,1,9
7102,12492,45036477310042112,7,12,60,12.0,1,9
7103,12568,878207905931722752,7,12,63,12.0,1,8
7103,12511,878207905931722752,7,12,60,12.0,1,8
7104,12569,216175256014946304,7,12,63,12.0,1,7
7105,12571,9008230046892032,7,12,63,11.0,1,8
7106,12572,337780898449588224,7,12,63,12.0,1,7
7107,12577,499900658149752832,7,12,63,13.0,1,9
7108,12578,963771832085774336,7,12,63,10.0,1,6
7108,12659,963771832085774336,7,12,66,10.0,1,6
7109,12579,459368261503418368,7,12,63,10.0,1,6
7110,12580,0,7,12,63,0.0,1,123
7111,12581,445859386766655488,7,12,63,10.0,1,6
7112,12582,734089350601506816,7,12,63,10.0,1,8
7112,12510,734089350601506816,7,12,60,10.0,1,8
7113,12587,153145270916349952,7,12,63,8.0,1,4
7114,12590,662029420101369856,7,12,63,14.0,1,11
7114,12503,662029420101369856,7,12,60,14.0,1,11
7115,12591,27039739706081280,7,12,63,11.0,1,8
7116,12594,648525493166931968,7,12,63,14.0,1,12
7116,12522,648525493166931968,7,12,60,14.0,1,12
7117,12596,896217425358356480,7,12,63,14.0,1,11
7117,12684,896217425358356480,7,12,66,14.0,1,11
7117,12480,896217425358356480,7,12,60,14.0,1,11
7118,12597,301748184420450304,7,12,63,13.0,1,11
7118,12523,301748184420450304,7,12,60,13.0,1,11
7119,12606,810652537131630592,7,12,63,10.0,1,6
7120,12609,103588632585043968,7,12,63,15.0,1,9
7120,12516,103588632585043968,7,12,60,15.0,1,9
7121,12614,801653309336190976,7,12,64,11.0,1,3
7122,12615,27049841469161472,7,12,64,11.0,1,5
7122,12625,27049841469161472,7,12,65,11.0,1,5
7123,12619,337782753875460096,7,12,64,15.0,1,6
7123,12555,337782753875460096,7,12,62,15.0,1,6
7124,12620,265715332952358912,7,12,65,16.0,1,10
7124,12698,265715332952358912,7,12,67,16.0,1,10
7125,12621,761108611903520768,7,12,65,7.0,1,4
7126,12622,0,7,12,65,0.0,1,123
7127,12624,454868304008314880,7,12,65,13.0,1,6
7127,12693,454868304008314880,7,12,67,13.0,1,6
7128,12628,211685881319260160,7,12,65,12.0,1,7
7128,12616,211685881319260160,7,12,64,12.0,1,7
7129,12630,639514651779923968,7,12,65,12.0,1,6
7129,12613,639514651779923968,7,12,64,12.0,1,6
7130,12631,45038401455390720,7,12,65,5.0,1,3
7131,12633,382807892471840768,7,12,65,14.0,1,7
7131,12687,382807892471840768,7,12,67,14.0,1,7
7132,12634,54047181258096640,7,12,66,14.0,1,11
7132,12751,54047181258096640,7,12,68,14.0,1,11
7133,12637,27023178312187904,7,12,66,10.0,1,8
7133,12610,27023178312187904,7,12,63,10.0,1,8
7134,12639,27037197085442048,7,12,66,16.0,1,13
7134,12485,27037197085442048,7,12,60,16.0,1,13
7134,12562,27037197085442048,7,12,63,16.0,1,13
7135,12641,454874557480697856,7,12,66,14.0,1,8
7136,12642,409834712916295680,7,12,66,9.0,1,8
7137,12644,616993629986095104,7,12,66,12.0,1,10
7137,12718,616993629986095104,7,12,68,12.0,1,10
7138,12645,878220962632302592,7,12,66,12.0,1,10
7138,12736,878220962632302592,7,12,68,12.0,1,10
7139,12648,225187540510965760,7,12,66,12.0,1,10
7139,12748,225187540510965760,7,12,68,12.0,1,10
7140,12650,301751276796903424,7,12,66,14.0,1,11
7140,12792,301751276796903424,7,12,71,14.0,1,11
7140,12707,301751276796903424,7,12,68,14.0,1,11
7141,12651,162131235852779520,7,12,66,16.0,1,7
7142,12652,936751746150039552,7,12,66,16.0,1,7
7142,12737,936751746150039552,7,12,68,16.0,1,7
7143,12653,418841843451559936,7,12,66,10.0,1,6
7144,12655,968277768175353856,7,12,66,14.0,1,8
7145,12656,297239774429708288,7,12,66,13.0,1,10
7145,12710,297239774429708288,7,12,68,13.0,1,10
7146,12657,337776225525170176,7,12,66,10.0,1,8
7146,12716,337776225525170176,7,12,68,10.0,1,8
7147,12661,306247798318170112,7,12,66,13.0,1,10
7147,12575,306247798318170112,7,12,63,13.0,1,10
7147,12715,306247798318170112,7,12,68,13.0,1,10
7148,12663,18019346311806976,7,12,66,11.0,1,7
7149,12665,238691742323310592,7,12,66,13.0,1,10
7149,12584,238691742323310592,7,12,63,13.0,1,10
7149,12529,238691742323310592,7,12,60,13.0,1,10
7150,12668,801643619889971200,7,12,66,14.0,1,9
7151,12669,274720608061751296,7,12,66,13.0,1,6
7151,12735,274720608061751296,7,12,68,13.0,1,6
7152,12670,747605647041757184,7,12,66,12.0,1,9
7152,12731,747605647041757184,7,12,68,12.0,1,9
7153,12686,873723891355222016,7,12,66,12.0,1,10
7153,12728,873723891355222016,7,12,68,12.0,1,10
7154,12688,117110014266572800,7,12,67,15.0,1,8
7154,12626,117110014266572800,7,12,65,15.0,1,8
7155,12689,585474617347407872,7,12,67,15.0,1,6
7155,12627,585474617347407872,7,12,65,15.0,1,6
7156,12690,860193095105380352,7,12,67,14.0,1,4
7157,12691,0,7,12,67,0.0,1,123
7158,12692,873723753916268544,7,12,67,15.0,1,6
7158,12623,873723753916268544,7,12,65,15.0,1,6
7159,12695,49542482119098368,7,12,67,13.0,1,5
7160,12696,0,7,12,67,0.0,1,123
7161,12697,571959145540878336,7,12,67,13.0,1,7
7161,12632,571959145540878336,7,12,65,13.0,1,7
7162,12702,220689094844350464,7,12,68,13.0,1,11
7162,12674,220689094844350464,7,12,66,13.0,1,11
7163,12703,238700675855286272,7,12,68,15.0,1,10
7163,12638,238700675855286272,7,12,66,15.0,1,10
7164,12704,319757910005514240,7,12,68,11.0,1,8
7164,12775,319757910005514240,7,12,71,11.0,1,8
7165,12705,112591433793273856,7,12,68,10.0,1,7
7165,12808,112591433793273856,7,12,71,10.0,1,7
7166,12706,734107217665458176,7,12,68,13.0,1,11
7166,12662,734107217665458176,7,12,66,13.0,1,11
7167,12711,189151596666421248,7,12,68,13.0,1,12
7167,12649,189151596666421248,7,12,66,13.0,1,12
7167,12779,189151596666421248,7,12,71,13.0,1,12
7168,12713,117106303414829056,7,12,68,12.0,1,9
7169,12714,707076342771875840,7,12,68,14.0,1,11
7169,12666,707076342771875840,7,12,66,14.0,1,11
7170,12720,274725143547215872,7,12,68,11.0,1,8
7171,12733,648522125912571904,7,12,68,11.0,1,9
7172,12739,360290718968709120,7,12,68,12.0,1,6
7173,12740,941255483216363520,7,12,68,16.0,1,13
7173,12843,941255483216363520,7,12,74,16.0,1,13
7173,12800,941255483216363520,7,12,71,16.0,1,13
7174,12742,535931516753018880,7,12,68,13.0,1,9
7175,12743,743106033144037376,7,12,68,12.0,1,10
7176,12744,535937357908541440,7,12,68,11.0,1,6
7177,12745,409829490236063744,7,12,68,14.0,1,13
7177,12874,409829490236063744,7,12,74,14.0,1,13
7177,12789,409829490236063744,7,12,71,14.0,1,13
7178,12747,216177317599248384,7,12,68,9.0,1,7
7178,12773,216177317599248384,7,12,71,9.0,1,7
7179,12749,864706040581586944,7,12,68,10.0,1,8
7180,12750,301754369173356544,7,12,68,11.0,1,8
7181,12752,274724387632971776,7,12,68,16.0,1,13
7181,12603,274724387632971776,7,12,63,16.0,1,13
7181,12636,274724387632971776,7,12,66,16.0,1,13
7182,12753,774619616944062464,7,12,69,13.0,1,2
7183,12755,27029500504047616,7,12,69,6.0,1,4
7184,12756,306250203499855872,7,12,69,13.0,1,6
7185,12758,657528981569929216,7,12,69,15.0,1,7
7185,12694,657528981569929216,7,12,67,15.0,1,7
7186,12759,153123143244840960,7,12,69,9.0,1,2
7187,12760,0,7,12,69,0.0,1,123
7188,12765,63051769172721664,7,12,70,14.0,1,4
7188,12754,63051769172721664,7,12,69,14.0,1,4
7189,12767,495400563215695872,7,12,70,12.0,1,5
7190,12768,112600848361586688,7,12,70,13.0,1,8
7190,12809,112600848361586688,7,12,72,13.0,1,8
7191,12769,445881583157641216,7,12,70,13.0,1,3
7192,12771,743118814966710272,7,12,71,13.0,1,9
7192,12857,743118814966710272,7,12,74,13.0,1,9
7193,12774,40533152560578560,7,12,71,10.0,1,7
7194,12777,716074264897257472,7,12,71,9.0,1,6
7195,12778,734091687063715840,7,12,71,12.0,1,6
7196,12780,4519886143356928,7,12,71,12.0,1,8
7196,12730,4519886143356928,7,12,68,12.0,1,8
7197,12781,432345770385997824,7,12,71,11.0,1,7
7198,12782,743111393263222784,7,12,71,15.0,1,12
7198,12729,743111393263222784,7,12,68,15.0,1,12
7199,12785,364799816154218496,7,12,71,15.0,1,11
7199,12700,364799816154218496,7,12,68,15.0,1,11
7200,12786,734107286384934912,7,12,71,12.0,1,7
7201,12787,864701642535075840,7,12,71,13.0,1,10
7202,12788,27022147520036864,7,12,71,14.0,1,11
7202,12914,27022147520036864,7,12,77,14.0,1,11
7202,12852,27022147520036864,7,12,74,14.0,1,11
7203,12793,671047958069772288,7,12,71,12.0,1,8
7204,12794,211685812599783424,7,12,71,14.0,1,10
7204,12746,211685812599783424,7,12,68,14.0,1,10
7205,12795,671041361000005632,7,12,71,18.0,1,13
7205,12732,671041361000005632,7,12,68,18.0,1,13
7206,12796,693564994133950464,7,12,71,13.0,1,10
7206,12717,693564994133950464,7,12,68,13.0,1,10
7207,12802,896219005906321408,7,12,71,12.0,1,9
7208,12803,364799128959451136,7,12,71,10.0,1,5
7209,12810,301745504360857600,7,12,72,14.0,1,5
7209,12764,301745504360857600,7,12,70,14.0,1,5
7210,12811,40535007986450432,7,12,72,10.0,1,6
