node_idx,hit_id,particle_id,module_id,nhits,endcap_volume7_binary,nhits_endcap_volume7
6492,11405,292755072658440192,20,14.0,1,9
6493,11313,301759866731495424,17,13.0,1,10
6494,11316,761109917573578752,17,9.0,1,8
6494,11393,761109917573578752,20,9.0,1,8
6495,11321,454866586021396480,17,13.0,1,10
6495,11419,454866586021396480,20,13.0,1,10
6496,11322,851185895850639360,17,10.0,1,6
6497,11326,211676466750947328,17,14.0,1,11
6497,11243,211676466750947328,14,14.0,1,11
6497,11176,211676466750947328,12,14.0,1,11
6498,11330,180151750395691008,17,13.0,1,9
6499,11336,319755642262781952,17,11.0,1,7
6499,11402,319755642262781952,20,11.0,1,7
6500,11339,337781173327495168,17,12.0,1,7
6501,11342,873699014904643584,17,10.0,1,6
6502,11343,369300254685659136,17,12.0,1,8
6503,11347,851181360365174784,17,12.0,1,9
6503,11392,851181360365174784,20,12.0,1,9
6503,11281,851181360365174784,14,12.0,1,9
6504,12071,364804214200729600,44,15.0,1,11
6505,12072,306246836245495808,44,11.0,1,8
6505,12157,306246836245495808,47,11.0,1,8
6506,12073,558451232876789760,44,14.0,1,7
6506,12154,558451232876789760,47,14.0,1,7
6507,11358,337776294244646912,18,14.0,1,4
6507,11366,337776294244646912,19,14.0,1,4
6508,11359,67554819044278272,18,14.0,1,3
6509,11917,801657295065841664,37,13.0,1,3
6510,11918,364793837559742464,37,13.0,1,4
6511,11919,954764014355742720,37,5.0,1,3
6512,11921,126102919870152704,38,16.0,1,6
6512,11990,126102919870152704,40,16.0,1,6
6513,11363,117099431467155456,18,14.0,1,3
6514,11364,225185753804570624,19,9.0,1,5
6515,11365,324272436029685760,19,12.0,1,2
6516,11368,292735487607570432,19,11.0,1,4
6516,11428,292735487607570432,21,11.0,1,4
6517,11370,112599130374668288,19,15.0,1,6
6517,11360,112599130374668288,18,15.0,1,6
6518,11371,671038406062505984,19,11.0,1,3
6519,11373,801651591349272576,20,14.0,1,12
6519,11455,801651591349272576,23,14.0,1,12
6520,11374,671047683191865344,20,12.0,1,10
6520,11490,671047683191865344,23,12.0,1,10
6521,11375,202662189390102528,20,13.0,1,7
6522,11376,225189876973174784,20,11.0,1,7
6523,11377,954765594903707648,20,10.0,1,5
6523,11453,954765594903707648,23,10.0,1,5
6524,11379,657547054792310784,20,10.0,1,8
6524,11352,657547054792310784,17,10.0,1,8
6525,11383,211680383761121280,20,10.0,1,5
6526,11388,662034367903694848,20,14.0,1,9
6526,11493,662034367903694848,23,14.0,1,9
6527,11390,450360031456526336,20,14.0,1,10
6527,11498,450360031456526336,23,14.0,1,10
6528,11391,801651797507702784,20,14.0,1,11
6528,11503,801651797507702784,23,14.0,1,11
6529,11396,662035055098462208,20,8.0,1,6
6530,11397,954769099597021184,20,9.0,1,6
6531,11398,220700296119058432,20,13.0,1,9
6532,11399,94576485527977984,20,14.0,1,8
6533,11400,220695279597256704,20,15.0,1,12
6533,11324,220695279597256704,17,15.0,1,12
6533,11263,220695279597256704,14,15.0,1,12
6534,11401,450361062248677376,20,14.0,1,12
6534,11335,450361062248677376,17,14.0,1,12
6535,11403,45043899013529600,20,9.0,1,6
6536,11406,657528706692022272,20,9.0,1,8
6536,11497,657528706692022272,23,9.0,1,8
6537,11410,220676656619061248,20,12.0,1,10
6537,11334,220676656619061248,17,12.0,1,10
6538,11412,824160037478858752,20,12.0,1,9
6538,11476,824160037478858752,23,12.0,1,9
6539,11414,166645280840613888,20,12.0,1,6
6540,11752,220695210877779968,33,13.0,1,10
6540,11846,220695210877779968,36,13.0,1,10
6540,11691,220695210877779968,31,13.0,1,10
6541,11756,797144968064925696,33,15.0,1,12
6541,11704,797144968064925696,31,15.0,1,12
6542,11757,337790244298424320,33,12.0,1,9
6542,11887,337790244298424320,36,12.0,1,9
6543,11421,63061458618941440,20,16.0,1,12
6543,11499,63061458618941440,23,16.0,1,12
6544,11422,27046886531661824,20,14.0,1,7
6545,11423,166645349560090624,20,12.0,1,6
6546,11424,657528844130975744,21,11.0,1,3
6547,11425,459369910770860032,21,11.0,1,4
6548,11427,153154479326232576,21,16.0,1,7
6548,11369,153154479326232576,19,16.0,1,7
6549,11429,810650956583665664,21,14.0,1,2
6550,11430,130607756448104448,21,13.0,1,2
6551,11431,0,21,0.0,1,123
6552,11434,734102132424179712,21,9.0,1,2
6553,11435,864707002654261248,22,13.0,1,2
6554,11436,135110119124893696,22,11.0,1,4
6555,11437,355788768608780288,22,12.0,1,2
6556,11438,94576897844838400,22,13.0,1,6
6556,11426,94576897844838400,21,13.0,1,6
6557,11440,0,22,0.0,1,123
6558,11441,225182867586547712,22,11.0,1,2
6559,11443,189152490019618816,22,12.0,1,4
6560,11444,707065622533505024,22,12.0,1,4
6560,11432,707065622533505024,21,12.0,1,4
6561,11445,211670488156471296,22,15.0,1,7
6561,11433,211670488156471296,21,15.0,1,7
6562,11446,454865967546105856,22,12.0,1,3
6563,11448,517930037521944577,22,5.0,1,1
6564,11451,684570164385021952,23,12.0,1,9
6564,11386,684570164385021952,20,12.0,1,9
6565,11456,954777071056322560,23,10.0,1,5
6565,11529,954777071056322560,25,10.0,1,5
6566,11457,873736604458418176,23,11.0,1,9
6567,11460,360290169212895232,23,13.0,1,12
6568,12139,810659546518257664,47,12.0,1,9
6568,12229,810659546518257664,50,12.0,1,9
6569,12141,364804351639683072,47,14.0,1,11
6569,12092,364804351639683072,44,14.0,1,11
6570,12143,864691884369379328,47,11.0,1,9
6570,12067,864691884369379328,44,11.0,1,9
6571,11464,454868785044652032,23,13.0,1,11
6571,11372,454868785044652032,20,13.0,1,11
6572,11467,423340976312942592,23,8.0,1,5
6572,11420,423340976312942592,20,8.0,1,5
6573,11472,873707536119758848,23,13.0,1,10
6573,11533,873707536119758848,25,13.0,1,10
6574,11473,238692360798601216,23,13.0,1,9
6575,11474,306245599294914560,23,11.0,1,7
6576,11475,364807444016136192,23,12.0,1,9
6576,11561,364807444016136192,25,12.0,1,9
6577,11477,27031836966256640,23,12.0,1,8
6578,11479,671043147706400768,23,13.0,1,10
6578,11409,671043147706400768,20,13.0,1,10
6579,11484,166643287975788544,23,15.0,1,12
6579,11563,166643287975788544,25,15.0,1,12
6580,11486,364801877738520576,23,10.0,1,7
6581,11489,22522602341793792,23,12.0,1,10
6581,11540,22522602341793792,25,12.0,1,10
6582,11492,954768481121730560,23,10.0,1,7
6583,11500,252202197608038400,23,15.0,1,12
6583,11385,252202197608038400,20,15.0,1,12
6583,11333,252202197608038400,17,15.0,1,12
6584,11501,166640401757765632,23,16.0,1,13
6584,11598,166640401757765632,28,16.0,1,13
6584,11544,166640401757765632,25,16.0,1,13
6585,11506,63067986969231360,23,12.0,1,10
6585,11521,63067986969231360,25,12.0,1,10
6586,11507,4527445285797888,23,12.0,1,7
6587,11509,130610436507697152,24,15.0,1,9
6587,11579,130610436507697152,26,15.0,1,9
6588,11510,27022353678467072,24,11.0,1,2
6589,11512,432347076056055808,24,14.0,1,5
6589,11442,432347076056055808,22,14.0,1,5
6590,11513,445859592925085696,24,9.0,1,3
6591,11514,837681419160387584,24,10.0,1,5
6592,11515,220695760633593856,24,4.0,1,1
6593,11517,616994935656153088,24,13.0,1,7
6593,11439,616994935656153088,22,13.0,1,7
6594,11519,220680848507142144,25,11.0,1,9
6594,11611,220680848507142144,28,11.0,1,9
6595,11522,238694353663426560,25,14.0,1,11
6595,11481,238694353663426560,23,14.0,1,11
6596,11524,243194586036436992,25,11.0,1,9
6596,11504,243194586036436992,23,11.0,1,9
6597,11527,495397676997672960,25,12.0,1,10
6597,11496,495397676997672960,23,12.0,1,10
6598,11528,734102063704702976,25,17.0,1,11
6599,11538,225181149599629312,25,10.0,1,8
6599,11508,225181149599629312,23,10.0,1,8
6600,11539,657528775411499008,25,15.0,1,12
6600,11625,657528775411499008,28,15.0,1,12
6601,11542,954766488256905216,25,14.0,1,11
6601,11488,954766488256905216,23,14.0,1,11
6602,11543,99080772350115840,25,13.0,1,9
6603,11548,558451301596266496,25,8.0,1,4
6604,11551,639523104275562496,25,15.0,1,12
6604,11698,639523104275562496,31,15.0,1,12
6604,11651,639523104275562496,28,15.0,1,12
6605,11553,135109981685940224,25,12.0,1,8
6605,11487,135109981685940224,23,12.0,1,8
6606,11554,797142700322193408,25,16.0,1,13
6606,11480,797142700322193408,23,16.0,1,13
6606,11621,797142700322193408,28,16.0,1,13
6607,11565,180146458995982336,25,12.0,1,10
6607,11485,180146458995982336,23,12.0,1,10
6608,11568,166635179077533696,25,12.0,1,9
6608,11614,166635179077533696,28,12.0,1,9
6609,11569,27036166293291008,25,14.0,1,11
6609,11458,27036166293291008,23,14.0,1,11
6610,11571,707072700639608832,26,12.0,1,5
6611,11572,941261186932932608,26,13.0,1,5
6612,11573,54046631502282752,26,11.0,1,2
6613,11574,671039093257273344,26,16.0,1,8
6613,11589,671039093257273344,27,16.0,1,8
6614,11575,409830864625598464,26,12.0,1,2
6615,11576,112591502512750592,26,11.0,1,2
6616,11578,355788287572443136,26,13.0,1,6
6616,11592,355788287572443136,27,13.0,1,6
6617,11580,621497985527709696,26,12.0,1,6
6617,11588,621497985527709696,27,12.0,1,6
6618,11581,418837376685572096,26,8.0,1,6
6618,11591,418837376685572096,27,8.0,1,6
6619,11583,495397883156103168,26,13.0,1,7
6619,11516,495397883156103168,24,13.0,1,7
6620,11584,0,27,0.0,1,123
6621,11585,0,27,0.0,1,123
6622,11586,648519445852979200,27,12.0,1,5
6623,11590,139626912891797504,27,14.0,1,2
6624,12254,153129877753561088,52,10.0,1,7
6624,12237,153129877753561088,50,10.0,1,7
6625,12255,306245530575437824,52,6.0,1,4
6626,11594,337787014483017728,27,12.0,1,5
6626,11654,337787014483017728,29,12.0,1,5
6627,11599,752108422035406848,28,13.0,1,10
6627,11541,752108422035406848,25,13.0,1,10
6628,11600,211676191873040384,28,10.0,1,7
6628,11728,211676191873040384,31,10.0,1,7
6628,11790,211676191873040384,33,10.0,1,7
6629,11601,292744902175883264,28,12.0,1,9
6629,11537,292744902175883264,25,12.0,1,9
6630,11602,450361130968154112,28,12.0,1,9
6630,11545,450361130968154112,25,12.0,1,9
6631,11606,306252402523111424,28,16.0,1,11
6631,11714,306252402523111424,31,16.0,1,11
6632,11608,139613924910694400,28,12.0,1,9
6632,11530,139613924910694400,25,12.0,1,9
6633,11610,220680023873421312,28,14.0,1,10
6634,11615,707065553814028288,28,12.0,1,9
6634,11793,707065553814028288,33,12.0,1,9
6634,11680,707065553814028288,31,12.0,1,9
6635,11619,27034448306372608,28,14.0,1,11
6635,11555,27034448306372608,25,14.0,1,11
6635,11505,27034448306372608,23,14.0,1,11
6636,11629,598979643793473536,28,12.0,1,9
6636,11523,598979643793473536,25,12.0,1,9
6637,11631,301748115700973568,28,14.0,1,10
6637,11518,301748115700973568,25,14.0,1,10
6638,11632,860188490900439040,28,15.0,1,12
6638,11459,860188490900439040,23,15.0,1,12
6638,11534,860188490900439040,25,15.0,1,12
6639,12443,103588563865567232,58,12.0,1,9
6639,12257,103588563865567232,52,12.0,1,9
6639,12352,103588563865567232,55,12.0,1,9
6640,12447,810651506339479552,58,14.0,1,12
6640,12373,810651506339479552,55,14.0,1,12
6641,12449,454866517301919744,58,10.0,1,7
6642,11641,495397608278196224,28,9.0,1,5
6642,11562,495397608278196224,25,9.0,1,5
6643,11643,585474273750024192,28,13.0,1,11
6643,11526,585474273750024192,25,13.0,1,11
6644,11644,18020583262388224,28,12.0,1,10
6644,11697,18020583262388224,31,12.0,1,10
6645,11648,153126922816061440,28,12.0,1,9
6645,11673,153126922816061440,31,12.0,1,9
6646,11649,315255753487155200,28,11.0,1,6
6647,11652,418840331623071744,29,14.0,1,3
6648,11653,657540045405683712,29,15.0,1,7
6648,11587,657540045405683712,27,15.0,1,7
6649,11656,824159212845137920,29,10.0,1,2
6650,12412,337773270587670528,57,11.0,1,2
6651,12413,90088760099733504,57,5.0,1,2
6652,12416,63062420691615744,58,10.0,1,7
6653,12417,4533011563413504,58,12.0,1,9
6653,12366,4533011563413504,55,12.0,1,9
6654,11662,184649440148062208,30,12.0,1,5
6654,11655,184649440148062208,29,12.0,1,5
6655,11664,418837789002432512,30,4.0,1,2
6656,11666,153137986651815936,30,13.0,1,6
6656,11734,153137986651815936,32,13.0,1,6
6657,11667,0,30,0.0,1,123
6658,11668,211677222665191424,30,12.0,1,7
6658,11657,211677222665191424,29,12.0,1,7
6659,11670,797140295140507648,30,14.0,1,3
6660,11671,229684543068569600,30,12.0,1,3
6661,11679,535931654191972352,31,13.0,1,10
6661,11766,535931654191972352,33,13.0,1,10
6662,11682,635010914713600000,31,12.0,1,10
6663,11684,423342144544047104,31,13.0,1,8
6664,11687,594476181605056512,31,13.0,1,10
6664,11768,594476181605056512,33,13.0,1,10
6665,11688,220680023873421312,31,14.0,1,10
6666,11689,797138714592542720,31,11.0,1,8
6666,11783,797138714592542720,33,11.0,1,8
6667,11690,639529770064805888,31,16.0,1,12
6667,11595,639529770064805888,28,16.0,1,12
6668,11693,18015016984772608,31,13.0,1,8
6668,11775,18015016984772608,33,13.0,1,8
6669,11694,418840194184118272,31,14.0,1,9
6669,11628,418840194184118272,28,14.0,1,9
6670,11695,837674409773760512,31,10.0,1,8
6671,11700,427843820026068992,31,14.0,1,11
6671,11612,427843820026068992,28,14.0,1,11
6672,11702,495401525288370176,31,9.0,1,8
6673,12322,684547899274559488,53,14.0,1,6
6674,11707,396317729281277952,31,11.0,1,9
6674,11623,396317729281277952,28,11.0,1,9
6675,11708,409829421516587008,31,14.0,1,10
6675,11630,409829421516587008,28,14.0,1,10
6676,12673,797146479893413888,66,12.0,1,9
6676,12576,797146479893413888,63,12.0,1,9
6677,12675,211677360104144896,66,15.0,1,12
6677,12602,211677360104144896,63,15.0,1,12
6678,12677,54043470406352896,66,10.0,1,7
6679,12679,103588907462950912,66,11.0,1,5
6680,12681,585471662409908224,66,13.0,1,10
6680,12520,585471662409908224,60,13.0,1,10
6680,12586,585471662409908224,63,13.0,1,10
6680,12680,589973612769837056,66,13.0,1,10
6680,12557,589973612769837056,63,13.0,1,10
6680,12513,589973612769837056,60,13.0,1,10
6681,12682,810650544266805248,66,9.0,1,6
6682,12683,864717241856294912,66,11.0,1,9
6682,12570,864717241856294912,63,11.0,1,9
6683,11718,364816789864972288,31,11.0,1,7
6684,11719,369296337675485184,31,11.0,1,6
6685,11729,788130690704080896,31,11.0,1,4
6686,11731,112595419522924544,31,15.0,1,12
6686,11773,112595419522924544,33,15.0,1,12
6686,11613,112595419522924544,28,15.0,1,12
6687,11736,495397745717149696,32,11.0,1,2
6688,11737,180153330943655936,32,8.0,1,4
6689,11738,662034574062125056,32,14.0,1,7
6689,11822,662034574062125056,34,14.0,1,7
6690,11739,873705062218596352,32,9.0,1,3
6691,11741,27039602267127808,32,13.0,1,3
6692,11742,873727739645919232,32,9.0,1,3
6693,11745,526922049755545600,32,15.0,1,5
6693,11825,526922049755545600,34,15.0,1,5
6694,11746,954769443194404864,32,12.0,1,3
6695,11747,216173538028027904,33,15.0,1,11
6695,11869,216173538028027904,36,15.0,1,11
6696,11749,743104521315549184,33,12.0,1,5
6696,11893,743104521315549184,36,12.0,1,5
6697,12722,103583478624288768,68,9.0,1,7
6697,12801,103583478624288768,71,9.0,1,7
6698,12724,662034436623171584,68,13.0,1,10
6698,12798,662034436623171584,71,13.0,1,10
6699,12725,810648345243549696,68,15.0,1,12
6699,12805,810648345243549696,71,15.0,1,12
6699,12671,810648345243549696,66,15.0,1,12
6700,11759,635010914713600000,33,12.0,1,10
6701,11760,364812666696368128,33,16.0,1,13
6702,11763,864699443511820288,33,13.0,1,8
6703,11764,220678374605979648,33,13.0,1,10
6703,11706,220678374605979648,31,13.0,1,10
6703,11618,220678374605979648,28,13.0,1,10
6704,11765,639529701345329152,33,12.0,1,8
6705,11769,860188765778345984,33,11.0,1,6
6706,11770,301760004170448896,33,5.0,1,4
6707,11771,27025514774396928,33,13.0,1,11
6707,11722,27025514774396928,31,13.0,1,11
6708,11779,166642051025207296,33,11.0,1,6
6709,11785,454866104985059328,33,8.0,1,4
6710,11786,954763876916789248,33,15.0,1,12
6710,11646,954763876916789248,28,15.0,1,12
6710,11724,954763876916789248,31,15.0,1,12
6711,11787,324263502497710080,33,12.0,1,6
6712,11794,369296543833915392,33,11.0,1,9
6712,11866,369296543833915392,36,11.0,1,9
6713,11795,432348725323497472,33,11.0,1,9
6714,11798,544935967228690432,33,11.0,1,9
6714,11711,544935967228690432,31,11.0,1,9
6715,11800,117104447988957184,33,12.0,1,9
6715,11723,117104447988957184,31,12.0,1,9
6716,11801,585471593690431488,33,11.0,1,8
6716,11617,585471593690431488,28,11.0,1,8
6716,11720,585471593690431488,31,11.0,1,8
6717,11805,671050431970934784,33,14.0,1,11
6717,11721,671050431970934784,31,14.0,1,11
6718,11806,797138645873065984,33,12.0,1,7
6718,11853,797138645873065984,36,12.0,1,7
6719,11807,220678443325456384,33,13.0,1,11
6719,11699,220678443325456384,31,13.0,1,11
6720,11809,526922668230836224,33,8.0,1,5
6721,11812,716077838310047744,34,13.0,1,4
6721,11744,716077838310047744,32,13.0,1,4
6722,11813,648521438717804544,34,9.0,1,6
6722,11740,648521438717804544,32,9.0,1,6
6723,11814,9007542852124672,34,11.0,1,5
6723,11834,9007542852124672,35,11.0,1,5
6724,11815,450360512492863488,34,14.0,1,6
6725,11816,225190014412128256,34,10.0,1,3
6726,11819,517925295861268480,34,13.0,1,3
6726,11830,517925295861268480,35,13.0,1,3
6727,11820,873702794492645377,34,12.0,1,2
6728,11821,364796448899858432,34,13.0,1,6
6729,11823,0,34,0.0,1,123
6730,11824,432350030993555456,34,14.0,1,4
6730,11831,432350030993555456,35,14.0,1,4
6731,11826,544936379562332161,34,6.0,1,1
6732,11827,689052667133034496,35,13.0,1,5
6733,11828,130606038461186048,35,10.0,1,5
6734,11829,58548238264827904,35,14.0,1,7
6734,11916,58548238264827904,37,14.0,1,7
6735,11832,139621965089472512,35,14.0,1,6
6735,11905,139621965089472512,37,14.0,1,6
6736,11833,526921912316592128,35,11.0,1,4
6737,11837,184648271916957696,35,14.0,1,5
6738,11838,409832926209900544,35,12.0,1,3
6739,11839,157627636225409024,35,13.0,1,3
6740,11840,873702794492645377,35,12.0,1,2
6741,11841,117099156589248512,35,14.0,1,5
6741,11906,117099156589248512,37,14.0,1,5
6742,11842,644014952872411136,35,13.0,1,3
6743,11847,364812666696368128,36,16.0,1,13
6744,11848,418841774732083200,36,14.0,1,10
6744,11975,418841774732083200,39,14.0,1,10
6745,11850,427842308197580800,36,14.0,1,11
6745,11978,427842308197580800,39,14.0,1,11
6745,11811,427842308197580800,33,14.0,1,11
6746,11851,707066378447749120,36,14.0,1,11
6746,11709,707066378447749120,31,14.0,1,11
6746,11781,707066378447749120,33,14.0,1,11
6747,11852,297238468759650304,36,12.0,1,9
6747,11969,297238468759650304,39,12.0,1,9
6748,11855,225193312947011584,36,12.0,1,9
6749,11858,139617910640345088,36,10.0,1,5
6750,11861,495401387849416704,36,13.0,1,7
6750,11804,495401387849416704,33,13.0,1,7
6751,11863,130606244619616256,36,11.0,1,6
6752,11875,873707329961328640,36,13.0,1,10
6752,11962,873707329961328640,39,13.0,1,10
6752,12044,873707329961328640,42,13.0,1,10
6753,11877,126101751639048192,36,11.0,1,6
6754,11879,265713202648580096,36,12.0,1,10
6754,11959,265713202648580096,39,12.0,1,10
6755,11880,333268640168148992,36,13.0,1,10
6755,11973,333268640168148992,39,13.0,1,10
6756,11881,337775538330402816,36,11.0,1,7
6757,11883,445867152067526656,36,14.0,1,10
6757,11963,445867152067526656,39,14.0,1,10
6758,11886,571960038894075904,36,12.0,1,9
6759,11888,968276668663726080,36,13.0,1,11
6759,11983,968276668663726080,39,13.0,1,11
6760,11889,63061870935801856,36,4.0,1,3
6761,11890,860188559619915776,36,10.0,1,7
6761,11797,860188559619915776,33,10.0,1,7
6762,11896,220688201491152896,36,14.0,1,6
6762,11767,220688201491152896,33,14.0,1,6
6763,11897,229685367702290432,36,13.0,1,9
6764,11898,671050500690411520,36,12.0,1,9
6764,11777,671050500690411520,33,12.0,1,9
6765,11899,130605901022232576,36,12.0,1,9
6765,11803,130605901022232576,33,12.0,1,9
6766,11900,27033829831081984,36,8.0,1,7
6767,11901,684556214331244544,36,11.0,1,9
6768,11903,292738717422977024,36,14.0,1,10
6769,11904,648522194632048640,36,12.0,1,9
6769,11941,648522194632048640,39,12.0,1,9
6769,12021,648522194632048640,42,12.0,1,9
6770,11907,22525625998770176,37,13.0,1,3
6771,11909,409832239015133184,37,12.0,1,3
6772,11910,851183902985814016,37,12.0,1,4
6772,11836,851183902985814016,35,12.0,1,4
6773,11911,445867976701247488,37,11.0,1,3
6774,11912,265714233440731136,37,10.0,1,2
6775,11913,103586021244928000,37,13.0,1,4
6776,11914,711570321672503296,37,11.0,1,5
6776,11835,711570321672503296,35,11.0,1,5
6777,13305,851181772682035200,88,11.0,1,4
6778,13306,734091549624762368,88,14.0,1,6
6779,13308,562955725857357824,88,9.0,1,2
6780,13309,562955657137881088,88,12.0,1,6
6780,13325,562955657137881088,89,12.0,1,6
6781,13310,4506692003823616,88,13.0,1,5
6782,13311,0,88,0.0,1,123
6783,13313,229700760865079296,88,11.0,1,3
6784,13314,22528924533653504,88,12.0,1,3
6785,11922,873705268377026560,38,13.0,1,5
6785,11915,873705268377026560,37,13.0,1,5
6786,11923,0,38,0.0,1,123
6787,11925,954764838989463552,38,11.0,1,4
6788,11927,873736673177894912,38,15.0,1,7
6788,11995,873736673177894912,40,15.0,1,7
6789,11928,0,38,0.0,1,123
6790,11929,436850538244472832,38,10.0,1,3
6791,11931,914233610574233600,38,11.0,1,2
6792,11932,968278111772737536,38,9.0,1,6
6792,11920,968278111772737536,37,9.0,1,6
6793,11933,923241771901648896,38,9.0,1,6
6793,11991,923241771901648896,40,9.0,1,6
6794,11935,765614341834670080,38,12.0,1,4
6795,11936,63051013258477568,38,13.0,1,4
6795,11987,63051013258477568,40,13.0,1,4
6796,11938,765614273115193344,39,14.0,1,12
6796,11799,765614273115193344,33,14.0,1,12
6796,11874,765614273115193344,36,14.0,1,12
6797,11939,4522360044519424,39,12.0,1,10
6797,11867,4522360044519424,36,12.0,1,10
6797,12018,4522360044519424,42,12.0,1,10
6798,11943,517927082567663616,39,11.0,1,9
6798,11871,517927082567663616,36,11.0,1,9
6799,11945,684555458417000448,39,15.0,1,12
6799,12053,684555458417000448,42,15.0,1,12
6799,11860,684555458417000448,36,15.0,1,12
6800,11946,45038332735913984,39,12.0,1,6
6801,11947,274720127025414144,39,16.0,1,13
6801,12039,274720127025414144,42,16.0,1,13
6802,11950,364812666696368128,39,16.0,1,13
6803,11951,54044913515364352,39,7.0,1,7
6803,12029,54044913515364352,42,7.0,1,7
6804,11952,337777531195228160,39,7.0,1,6
6805,11954,941253902668398592,39,13.0,1,11
6805,11849,941253902668398592,36,13.0,1,11
6806,11955,423342213263523840,39,14.0,1,11
6806,11857,423342213263523840,36,14.0,1,11
6807,11956,364814659561193472,39,13.0,1,8
6808,11957,63076783062253568,39,13.0,1,10
6808,11891,63076783062253568,36,13.0,1,10
6809,11961,103588770023997440,39,12.0,1,9
6810,11964,94580471257628672,39,14.0,1,9
6810,11758,94580471257628672,33,14.0,1,9
6810,11843,94580471257628672,36,14.0,1,9
6811,11967,112591708671180800,39,10.0,1,6
6812,11970,684557794879209472,39,14.0,1,11
6812,12082,684557794879209472,44,14.0,1,11
6812,12050,684557794879209472,42,14.0,1,11
6813,11971,220685177834176512,39,11.0,1,7
6814,11974,454866448582443008,39,14.0,1,11
6814,11791,454866448582443008,33,14.0,1,11
6814,11865,454866448582443008,36,14.0,1,11
6815,11976,364795143229800448,39,14.0,1,10
6815,11845,364795143229800448,36,14.0,1,10
6816,11984,391814610690244608,40,4.0,1,2
6817,11985,328764147187580928,40,13.0,1,5
6817,11930,328764147187580928,38,13.0,1,5
6818,11986,225194137580732416,40,11.0,1,4
6819,11988,445866464872759296,40,13.0,1,6
6820,11989,779127339740037120,40,11.0,1,3
6821,11992,45037164504809472,40,12.0,1,3
6821,11924,45037164504809472,38,12.0,1,3
6822,11993,27029569223524352,40,13.0,1,5
6822,11937,27029569223524352,38,13.0,1,5
6823,11994,319755710982258688,40,15.0,1,6
6823,12010,319755710982258688,41,15.0,1,6
6824,11996,4517824559054848,40,10.0,1,2
6825,11997,0,40,0.0,1,123
6826,11998,0,40,0.0,1,123
6827,11999,261209946618593280,40,11.0,1,2
6828,12000,9008092607938560,41,13.0,1,4
6829,12001,864693258758914048,41,10.0,1,5
6830,12004,657546573755973632,41,2.0,1,2
6831,12006,153132626532630528,41,12.0,1,2
6832,12007,639516232327888896,41,15.0,1,6
6833,12008,535931997789356032,41,13.0,1,4
6834,12009,887210363542568960,41,13.0,1,5
6834,12062,887210363542568960,43,13.0,1,5
6835,12011,734097596938715136,41,10.0,1,2
6836,12012,851186926642790400,42,15.0,1,12
6836,12084,851186926642790400,44,15.0,1,12
6836,12145,851186926642790400,47,15.0,1,12
6837,12013,495402968397381632,42,14.0,1,11
6837,11982,495402968397381632,39,14.0,1,11
6837,11854,495402968397381632,36,14.0,1,11
6838,12014,49545368337121280,42,14.0,1,9
6839,12015,153129190558793728,42,12.0,1,7
6840,12016,117099087869771776,42,12.0,1,9
6840,12097,117099087869771776,44,12.0,1,9
6841,12025,743099023757410304,42,13.0,1,9
6841,12096,743099023757410304,44,13.0,1,9
6842,12026,63052250209058816,42,11.0,1,8
6842,11942,63052250209058816,39,11.0,1,8
6842,12094,63052250209058816,44,11.0,1,8
6843,12028,860192064313229312,42,13.0,1,6
6844,12032,364807306577182720,42,13.0,1,9
6844,12089,364807306577182720,44,13.0,1,9
6845,12033,63066818738126848,42,13.0,1,10
6845,12074,63066818738126848,44,13.0,1,10
6845,11944,63066818738126848,39,13.0,1,10
6846,12036,319755848421212160,42,12.0,1,10
6846,11979,319755848421212160,39,12.0,1,10
6847,12037,166640333038288896,42,8.0,1,6
6848,12038,585477503565430784,42,16.0,1,13
6848,12093,585477503565430784,44,16.0,1,13
6848,11966,585477503565430784,39,16.0,1,13
6849,12040,337777393756274688,42,11.0,1,9
6849,12104,337777393756274688,44,11.0,1,9
6850,12041,810655217191223296,42,13.0,1,10
6850,11873,810655217191223296,36,13.0,1,10
6850,11972,810655217191223296,39,13.0,1,10
6851,12043,797145723979169792,42,11.0,1,9
6851,11968,797145723979169792,39,11.0,1,9
6852,12045,364804214200729600,42,15.0,1,11
6853,12046,702563740893052928,42,13.0,1,11
6853,11981,702563740893052928,39,13.0,1,11
6854,12049,526921843597115392,42,16.0,1,11
6854,12106,526921843597115392,44,16.0,1,11
6855,12052,594475425690812416,42,12.0,1,10
6855,11948,594475425690812416,39,12.0,1,10
6856,12054,589974231245127680,42,15.0,1,12
6856,11960,589974231245127680,39,15.0,1,12
6857,12055,130606175900139520,42,13.0,1,11
6858,12056,405325753169739776,43,12.0,1,6
6859,12058,0,43,0.0,1,123
6860,12060,0,43,0.0,1,123
6861,12061,135109638088556544,43,13.0,1,3
6862,12063,306248897829797888,43,13.0,1,4
6863,12064,630505184782450688,44,13.0,1,10
6863,12035,630505184782450688,42,13.0,1,10
6864,12066,94580539977105408,44,15.0,1,12
6864,12149,94580539977105408,47,15.0,1,12
6864,12024,94580539977105408,42,15.0,1,12
6865,12068,117104585427910656,44,11.0,1,9
6865,12051,117104585427910656,42,11.0,1,9
6866,13250,292735350168616960,87,10.0,1,7
6866,13345,292735350168616960,90,10.0,1,7
6867,13251,535931104436158464,87,11.0,1,8
6867,13152,535931104436158464,85,11.0,1,8
6868,13254,355790830193082368,87,10.0,1,7
6868,13203,355790830193082368,85,10.0,1,7
