node_idx,hit_id,particle_id,nhits
11942,30642,7.881341266779177e+17,13.0
11943,30643,4.9540166272732365e+17,12.0
11944,30645,4.0984130998606234e+17,9.0
11944,30661,4.0984130998606234e+17,9.0
11945,30647,1.666336672490455e+17,12.0
11946,30648,9.5476786264644e+17,11.0
11947,30652,1.801479021049938e+17,10.0
11948,30655,1.3961997222464717e+17,10.0
11949,30657,6.710472708750049e+17,13.0
11950,30658,9.14235328561152e+17,12.0
11951,30659,6.395247535430042e+17,11.0
11952,30663,1.666338734074757e+17,13.0
11953,30664,9.457909686809395e+16,8.0
11954,30665,2.7472177630963712e+17,14.0
11955,30667,6.305726673086054e+16,12.0
11955,30612,6.305726673086054e+16,12.0
11955,29556,5.179188362304553e+17,13.0
11955,30653,5.179188362304553e+17,13.0
11955,29524,5.179188362304553e+17,13.0
11955,30646,5.179188362304553e+17,13.0
11956,30668,3.8280693039916646e+17,12.0
11957,30670,8.646966947327508e+17,15.0
11957,30640,8.646966947327508e+17,15.0
11958,30672,7.4311187429956e+17,11.0
11959,30673,8.016507667155517e+17,10.0
11960,30674,1.1260119195897037e+17,12.0
11961,30675,8.782074248953856e+17,6.0
11961,29610,8.782074248953856e+17,6.0
11962,30677,5.899733378919301e+17,11.0
11963,30679,9.908036003325542e+16,3.0
11964,30680,6.710462400828539e+17,13.0
11965,30681,9.23238885683626e+17,11.0
11966,30682,1.396183229572055e+17,10.0
11966,29619,1.396183229572055e+17,10.0
11966,28440,1.396183229572055e+17,10.0
11967,30683,2.251954432507904e+17,11.0
11968,30685,3.963205467798241e+17,12.0
11968,29593,3.963205467798241e+17,12.0
11969,30686,1.3060906211816243e+17,5.0
11970,30687,5.359297987661005e+17,10.0
11971,30688,8.737034129511547e+17,11.0
11972,30689,1.441173183796347e+17,10.0
11973,30690,1.8016233319510835e+17,13.0
11973,30717,1.8016233319510835e+17,13.0
11974,30692,2.3869284183493837e+17,3.0
11975,30693,9.547792700795781e+17,6.0
11975,30715,9.547792700795781e+17,6.0
11976,30695,8.511830783520932e+17,10.0
11977,30696,3.6482895321235456e+17,6.0
11978,30697,8.646923654057165e+17,11.0
11979,30699,3.2427587200352256e+17,12.0
11979,31441,3.2427587200352256e+17,12.0
11980,30700,6.620403464981709e+17,11.0
11981,30701,9.682758440300052e+17,13.0
11982,30702,7.115708714283172e+17,11.0
11983,30705,3.647983043257303e+17,12.0
11984,30706,5.899731317334999e+17,14.0
11985,30707,9.277444094563451e+17,12.0
11986,30709,3.91818665139372e+17,11.0
11987,30710,3.6480696297979904e+17,11.0
11988,30722,6.84549342383571e+17,10.0
11989,30723,3.287640784681042e+17,5.0
11990,30724,9.412583007149097e+17,11.0
11991,30725,2.7039464828174336e+16,10.0
11992,30727,6.395169195226563e+17,14.0
11992,30704,6.395169195226563e+17,14.0
11993,30729,1.801595844160389e+17,10.0
11994,30730,8.556875026131845e+17,7.0
11995,30785,8.737102848988283e+17,10.0
11996,30733,1.30605007669035e+17,9.0
11997,30735,3.69297162309206e+17,10.0
11998,30736,8.376750282490511e+17,11.0
11999,30737,1.306107113856041e+17,4.0
12000,30740,7.340870141392978e+17,12.0
12001,30771,4.954172620485427e+16,12.0
12001,30752,4.954172620485427e+16,12.0
12002,30742,6.620402777786941e+17,11.0
12002,30763,6.620402777786941e+17,11.0
12003,30748,7.340940922454016e+17,12.0
12003,30764,7.340940922454016e+17,12.0
12004,30750,3.6481630882863514e+17,12.0
12005,30751,6.575260266324296e+17,10.0
12006,30753,3.377852964960993e+17,10.0
12007,30754,1.306080313260114e+17,11.0
12008,30755,2.2968406203223245e+17,9.0
12009,30756,7.521045737447096e+17,10.0
12010,30757,5.6295311451724186e+17,10.0
12011,30762,6.395170569616097e+17,5.0
12012,30765,3.648162401091584e+17,12.0
12013,30767,7.611152089732874e+17,5.0
12014,30768,8.601911709600317e+17,11.0
12015,30769,2.386931167128453e+17,12.0
12016,30883,2.4769846054171443e+17,9.0
12017,30884,7.115734140489564e+17,11.0
12018,30772,2.2069040051440845e+17,11.0
12019,30773,3.648070316992758e+17,10.0
12020,30774,6.755445483105157e+17,11.0
12020,30745,6.755445483105157e+17,11.0
12021,30775,8.647004743039713e+17,9.0
12022,30777,1.531348942921564e+17,11.0
12023,30778,1.6663339237113856e+17,10.0
12024,30779,3.963186226344755e+17,11.0
12025,30780,1.531348942921605e+17,11.0
12026,30781,9.682873201826202e+17,5.0
12027,30782,7.881319963741389e+17,12.0
12028,30784,8.016458189132268e+17,11.0
12029,30860,4.098355375500165e+17,4.0
12030,30862,6.395240663482368e+17,9.0
12031,30786,7.611152089732874e+17,5.0
12032,30787,6.800473920236421e+17,12.0
12033,30788,8.376802509292831e+17,11.0
12034,30790,9.682751568352379e+17,10.0
12035,30792,1.5313489429214822e+17,10.0
12036,30793,1.3510833241849856e+17,12.0
12037,30794,7.881321338130924e+17,11.0
12038,30795,5.85473036799443e+17,13.0
12039,30796,3.648021526164275e+17,9.0
12040,30797,9.00765280328745e+16,3.0
12041,30800,5.584496523288248e+17,9.0
12042,30801,1.5312898440036352e+17,6.0
12043,30802,9.682805169544233e+17,12.0
12044,30803,3.01742274545451e+17,14.0
12044,30789,3.01742274545451e+17,14.0
12045,30804,1.8464930270910874e+17,9.0
12046,30805,4531018698588160.0,8.0
12047,30806,1.5312582330443366e+17,4.0
12048,30808,3.6479170725596365e+17,14.0
12049,30809,1.5312602946286387e+17,11.0
12050,30810,2.1166980096170394e+17,8.0
12051,30812,2.2968447434909286e+17,12.0
12052,30814,6.620371166827643e+17,10.0
12053,30815,1.5313510043379302e+17,12.0
12054,30817,8.151538690162688e+17,6.0
12055,30819,2.2068847636905984e+17,2.0
12056,30820,1.1259122763484365e+17,12.0
12057,30821,2.5220185401065472e+17,14.0
12058,30822,6.800473920236421e+17,12.0
12059,30921,7.431052085103165e+17,13.0
12060,30922,3.918151604460585e+17,11.0
12061,30923,1.5762736134750208e+17,13.0
12062,30825,7.430964124172943e+17,13.0
12063,30826,1.1709764476076032e+17,11.0
12064,30827,9.547792013601014e+17,11.0
12065,30828,4.233423507024773e+17,11.0
12066,30830,6.395334121970729e+17,10.0
12067,30835,6.845486551888036e+17,11.0
12068,30836,6.845484490303734e+17,11.0
12069,30837,4.1883902595301376e+17,13.0
12070,30840,6.395241350677135e+17,9.0
12071,30843,9.682806543933768e+17,5.0
12072,30844,9.142310679535944e+17,13.0
12073,30845,8.51185208655872e+17,12.0
12074,30846,4.9540585461540454e+17,10.0
12075,30847,1.396124130822062e+17,12.0
12076,30848,1.8016253935353856e+16,5.0
12077,30849,2.2518486045137306e+17,15.0
12078,30851,9.00748100459561e+16,8.0
12079,30854,4.95459868124119e+16,4.0
12080,30857,7.611109483657298e+17,8.0
12081,30858,4.188518764951634e+17,10.0
12082,30859,5.854768850901402e+17,11.0
12083,31032,9.502654999696507e+17,4.0
12084,31033,4.683791028904264e+17,12.0
12085,30865,1.5762612439692083e+17,4.0
12086,30867,4.188502272277217e+17,8.0
12086,30878,4.188502272277217e+17,8.0
12087,30868,1.5312884696141005e+17,11.0
12088,30869,1.801459779596452e+17,9.0
12089,30870,9.322489711563899e+17,10.0
12090,30871,9.547673129074074e+17,12.0
12091,30872,5.359354337631928e+17,2.0
12092,30873,3.648080624914268e+17,10.0
12093,30874,8.511820475599421e+17,12.0
12094,30875,4.50379891385303e+16,12.0
12095,30876,6.395168508031795e+17,10.0
12096,30877,2.7039121230790656e+16,14.0
12097,30879,8.646929151615304e+17,14.0
12098,30880,6.710388870988431e+17,12.0
12099,30881,6.800521336675369e+17,9.0
12100,31092,1.3061078010508083e+17,9.0
12101,31093,8.196564378514883e+17,5.0
12102,31094,8.737023821590036e+17,13.0
12103,31096,3.9181735946931405e+17,9.0
12104,30886,3.377736141850542e+17,10.0
12105,30887,2.927384425450701e+17,12.0
12105,31615,2.927384425450701e+17,12.0
12106,30889,5.6295098421346304e+17,11.0
12107,30890,1.0358691459812557e+17,10.0
12108,30891,4.053260280476467e+16,11.0
12108,30855,4.053260280476467e+16,11.0
12109,30892,2.927547290610565e+17,4.0
12110,30893,6.39515407694168e+17,5.0
12111,30895,7.881322025325691e+17,13.0
12112,30896,5.404566942960845e+16,5.0
12113,30899,8.01649392326017e+17,12.0
12114,30900,2.2518231783073382e+17,11.0
12115,30901,9.502614455205233e+17,10.0
12116,30903,3.017586985003909e+17,12.0
12117,30904,7.971389207509729e+17,6.0
12118,30907,1.0359832203126374e+17,12.0
12119,30908,8.73729869949698e+17,11.0
12120,30909,3.6480050334898586e+17,12.0
12121,30910,9.322476654863319e+17,10.0
12122,30911,8.60193713580671e+17,13.0
12123,30912,0.0,0.0
12124,30914,1.3961969734674022e+17,12.0
12124,30894,1.3961969734674022e+17,12.0
12125,30915,9.547673129074074e+17,12.0
12126,30916,8.737012139278991e+17,9.0
12127,30918,6.710424605116334e+17,13.0
12127,30946,6.710424605116334e+17,13.0
12128,30919,6.845517475652567e+17,10.0
12129,31156,9.142381460596982e+17,14.0
12130,31160,9.277442720173916e+17,13.0
12131,30925,2.161823341210501e+17,12.0
12132,30926,4503874505277440.0,12.0
12133,30927,6.75543173920981e+17,12.0
12134,30929,6.755433800794112e+16,12.0
12135,30931,2.9273665583867494e+17,12.0
12136,30933,2.206820854577234e+17,12.0
12137,30936,2.702977538195456e+16,13.0
12138,30937,7.881325461299528e+17,5.0
12139,30938,5.854691885087457e+17,12.0
12140,30939,4.683791716099031e+17,7.0
12141,30940,2.657154703913124e+17,13.0
12142,30942,1.531409415893156e+17,13.0
12143,30943,2.252473264557261e+16,13.0
12144,30948,8.737009390499922e+17,12.0
12145,30949,2.927420846773371e+17,15.0
12145,30913,2.927420846773371e+17,15.0
12146,30951,6.39516713364226e+17,11.0
12147,30952,1.0359227471731098e+17,10.0
12148,30953,4.4586220426520166e+17,13.0
12149,30954,2.2968440562961613e+17,10.0
12150,30955,3.918174969082675e+17,10.0
12151,30956,6.485210951204209e+17,15.0
12151,30975,6.485210951204209e+17,15.0
12152,30957,3.377779435120886e+17,10.0
12153,30958,4.9540564845697434e+17,9.0
12154,30959,9.322452603046461e+17,11.0
12155,30960,3.242604788407337e+17,10.0
12156,30961,1.666382714539868e+17,5.0
12157,30962,2.972386061986038e+17,5.0
12157,30947,2.972386061986038e+17,5.0
12158,30963,9.908022259430195e+16,6.0
12159,30965,1.3961261924063642e+17,6.0
12160,30967,6.620316878441021e+17,14.0
12161,30968,7.430986801600266e+17,9.0
12162,30969,1.1259301434123878e+17,7.0
12163,30970,7.431173031382221e+17,11.0
12164,30971,8.37679220137132e+17,13.0
12165,30972,1.6663813401503334e+17,11.0
12166,30974,8.647021922908897e+17,6.0
12167,30976,5.1791471306185114e+17,9.0
12168,30977,3.0176103496259994e+17,12.0
12169,30978,7.341008267541217e+17,7.0
12170,30979,8.376792888566088e+17,4.0
12171,30981,9.008649235700122e+16,12.0
12171,31004,9.008649235700122e+16,12.0
12172,30982,4.188425306463273e+17,2.0
12173,30983,6.395237914703299e+17,10.0
12174,30984,3.647984417646838e+17,12.0
12174,31010,3.647984417646838e+17,12.0
12175,30986,4520367179694080.0,13.0
12176,30987,6.845485177498501e+17,11.0
12176,30990,6.845485177498501e+17,11.0
12177,30988,4.683763541113569e+17,11.0
12178,30989,6.305671697504666e+16,15.0
12178,31016,6.305671697504666e+16,15.0
12179,30991,5.899734066114068e+17,13.0
12180,30992,2.2070091459434906e+17,13.0
12181,30993,4.8188852738300314e+17,9.0
12182,30995,4520229740740608.0,3.0
12183,30997,8.241605872346726e+17,13.0
12184,30999,5.359366707137741e+17,8.0
12185,31000,1.1710190536831795e+17,13.0
12186,31001,4.81886740676608e+17,10.0
12187,31002,6.800469797067817e+17,11.0
12188,31005,9.412559642527007e+17,11.0
12189,31006,8.737097351430144e+17,12.0
12190,31007,4.4586158578991104e+17,8.0
12191,31009,7.340927865753436e+17,10.0
12192,31011,5.359334408983675e+17,11.0
12192,31030,5.359334408983675e+17,11.0
12193,31012,5.4944094124559565e+17,11.0
12194,31013,7.431101563126415e+17,9.0
12195,31014,2.2067727509435187e+17,12.0
12196,31015,4.098284594439127e+17,5.0
12197,31017,2.9273803022820966e+17,13.0
12198,31020,4.683790341709496e+17,11.0
12199,31022,8.376863669627126e+17,13.0
12200,31023,8.421760165363057e+17,9.0
12201,31026,9.682750881157612e+17,11.0
12202,31028,3.377780122315653e+17,10.0
12203,31426,8.602055333306696e+17,14.0
12204,31427,9.007210937052037e+17,11.0
12205,31428,8.646946331484488e+17,3.0
12206,31429,5.5845178263260365e+17,10.0
12207,31430,9.682752255547146e+17,13.0
12208,31431,2.9723949955180134e+17,11.0
12209,31434,2.11676810348331e+17,11.0
12210,31435,8.646939459536814e+17,12.0
12211,31436,9.142353972806287e+17,9.0
12212,31035,8.376791514176553e+17,12.0
12213,31036,4.45871481394561e+17,12.0
12214,31037,6.39513346109866e+17,11.0
12215,31038,2.161868696065147e+17,3.0
12216,31039,7.43103009487061e+17,10.0
12217,31041,6.710484391061094e+17,12.0
12218,31043,6.485236377410601e+17,12.0
12219,31048,9.097284303988982e+17,7.0
12219,31078,9.097284303988982e+17,7.0
12220,31050,7.430986114405499e+17,11.0
12221,31051,2.1167894065210982e+17,11.0
12221,31025,2.1167894065210982e+17,11.0
12222,31052,8.10652949448491e+17,14.0
12222,31018,8.10652949448491e+17,14.0
12223,31053,7.115816603861647e+17,12.0
12224,31055,2.2519090776532582e+17,10.0
12225,31056,8.01643413731541e+17,13.0
12226,31057,8.376723481894584e+17,10.0
12227,31062,3.918157789213491e+17,2.0
12228,31064,9.502603460088955e+17,4.0
12229,31065,8.241607246736261e+17,5.0
12230,31067,6.48526523959083e+17,11.0
12231,31069,7.070669969230397e+17,9.0
12232,31070,6.845641170710692e+17,8.0
12233,31079,2.2525007540260864e+16,15.0
12233,31086,2.2525007540260864e+16,15.0
12234,31082,4.548647305955246e+17,10.0
12235,31087,4.233387085702103e+17,9.0
12235,31061,4.233387085702103e+17,9.0
12236,31088,8.376725543478886e+17,10.0
12237,31089,8.737134459947581e+17,9.0
12237,31116,8.737134459947581e+17,9.0
12238,31415,2.702585837178061e+16,14.0
12239,31416,5.4043504766091264e+17,11.0
12240,31417,7.47598156618793e+17,16.0
12241,31418,9.682791425648886e+17,10.0
12242,31419,8.602054646111928e+17,12.0
12243,31421,2.522031596807127e+17,10.0
12244,31422,6.80044024769282e+17,13.0
12245,31424,8.01650697996075e+17,9.0
12246,31425,6.710369629534945e+17,13.0
12247,31097,6.57526164071383e+17,11.0
12248,31099,2.251807372827689e+17,13.0
12249,31102,4.954186364380774e+16,5.0
12250,31103,2.2518087472172237e+17,9.0
12251,31104,3.8280864838608486e+17,7.0
12252,31105,7.43097786806829e+17,13.0
12253,31106,2.7023934226432e+16,11.0
12254,31107,3.828061744849224e+17,11.0
12255,31109,3.0174213710649754e+17,10.0
12256,31110,3.828069991186432e+17,12.0
12257,31111,1.441163563069604e+17,10.0
12258,31113,9.458273900036096e+16,5.0
12259,31117,3.0174371765446246e+17,3.0
12260,31118,9.547726042903347e+17,14.0
12260,31091,9.547726042903347e+17,14.0
12261,31119,1.8465122685445734e+17,12.0
12262,31120,3.737991813886116e+17,12.0
12262,31154,3.737991813886116e+17,12.0
12263,31121,1.1259596927873843e+17,12.0
12264,31122,8.016434824510177e+17,13.0
12264,31134,8.016434824510177e+17,13.0
12265,31126,9.457827223437312e+16,12.0
12266,31127,1.531297403146076e+17,12.0
12267,31129,2.206834598472581e+17,13.0
12268,31130,8.151519448709202e+17,12.0
12269,31131,8.421735426351432e+17,12.0
12270,31132,2.252555727929344e+16,12.0
12271,31133,8.376800447708529e+17,13.0
12272,31135,2.2521159232782336e+17,4.0
12273,31136,7.521044363057562e+17,13.0
12274,31137,3.242608911575941e+17,10.0
12275,31139,7.070704328968765e+17,12.0
12276,31142,5.404351163803894e+17,12.0
12277,31143,7.431100875931648e+17,11.0
12278,31144,4.45858218535551e+17,13.0
12278,31123,4.45858218535551e+17,13.0
12279,31145,1.5312383043960832e+17,10.0
12280,31146,5.854700131424666e+17,16.0
12281,31149,3.467772400270049e+17,11.0
12282,31150,6.395301823816663e+17,7.0
12283,31151,2.2519097648480256e+17,10.0
12284,31153,0.0,0.0
12285,31155,3.557970149459886e+17,7.0
12286,31965,8.511836968273838e+17,11.0
12287,31967,8.737070550834217e+17,10.0
12288,31968,8.646931900394373e+17,10.0
12289,31969,3.648183704129372e+17,14.0
12290,31970,7.475982253382697e+17,16.0
12291,31971,6.395178815953306e+17,11.0
12292,31973,2.2968687953077862e+17,8.0
12292,32006,2.2968687953077862e+17,8.0
12293,31974,8.737115218494095e+17,4.0
12294,31975,0.0,0.0
12295,31162,2.2518080600224563e+17,11.0
12296,31163,7.070774422835036e+17,10.0
12297,31164,8.737135834337116e+17,10.0
12298,31165,1.5314107902826906e+17,11.0
12299,31166,1.1259603799821517e+17,8.0
12300,31168,7.070694708242022e+17,12.0
12301,31170,5.4043374199085466e+17,12.0
12302,31171,5.7195729011500646e+17,12.0
12302,31207,5.7195729011500646e+17,12.0
12303,31172,4507928954404864.0,11.0
12304,31173,6.575275384609178e+17,5.0
12305,31174,2.206847655173161e+17,16.0
12305,31140,2.206847655173161e+17,16.0
12306,31175,9.322456039020298e+17,8.0
12307,31176,6.395300449427128e+17,9.0
12307,31186,6.395300449427128e+17,9.0
12308,31180,6.890508804266394e+17,7.0
12309,31181,7.07080191062573e+17,4.0
12310,31187,7.070694021047255e+17,14.0
12310,30307,7.070694021047255e+17,14.0
12311,31190,6.30518378921984e+16,9.0
12312,31191,4.278440261844992e+17,15.0
12313,31192,9.322490398758666e+17,11.0
12314,31193,6.485249434111181e+17,11.0
12315,31194,7.431145543591526e+17,13.0
12316,31195,4.2784409490397594e+17,10.0
12317,31196,8.737161260543508e+17,11.0
12318,31198,3.0175072704108954e+17,10.0
12319,31199,9.007742138607206e+16,12.0
12320,31203,2.7025927091257344e+16,13.0
12321,31204,4.683764915503104e+17,12.0
12322,31205,8.016503543986913e+17,14.0
12323,31206,7.971379586782986e+17,13.0
12323,31221,7.971379586782986e+17,13.0
12324,31208,2.1617436266174874e+17,4.0
12325,31209,1.1710025610087629e+17,12.0
12325,31230,1.1710025610087629e+17,12.0
12326,31211,1.1259383897495962e+17,11.0
12327,31212,0.0,0.0
12328,31214,9.682975593846538e+17,9.0
12329,31216,4.0983753041484186e+17,9.0
12330,31217,2.252116610473001e+17,13.0
12331,31218,4.818870842739917e+17,10.0
12332,31220,8.196554070593372e+17,12.0
12333,31222,8.737071238028984e+17,10.0
12334,31223,7.431065141803745e+17,11.0
12335,31226,7.431013602196193e+17,13.0
12336,31229,2.9273569376600064e+17,10.0
12337,31231,1.6663888992927744e+17,14.0
12338,31232,6.75540837458772e+17,9.0
12339,31236,6.305486154917478e+16,13.0
12340,31237,1.801509944814469e+17,12.0
12341,31239,4.0983656834216755e+17,10.0
12342,31240,7.431208078315356e+17,9.0
12343,31242,1.5314836329280307e+17,3.0
12344,31244,2.1617917302512026e+17,10.0
12345,31245,4.4585911188874854e+17,12.0
12346,31246,1.6663971456299827e+17,10.0
12346,31260,1.6663971456299827e+17,10.0
12347,31248,7.341061181538304e+17,3.0
12348,31249,9007474132647936.0,12.0
12348,31273,9007474132647936.0,12.0
12349,31250,9.682744009209938e+17,7.0
12350,31251,3.242610973160243e+17,12.0
12350,31228,3.242610973160243e+17,12.0
12350,31243,5.494410099650724e+17,11.0
12351,31252,6.620340930257879e+17,10.0
12352,31253,1.1710760908488704e+17,11.0
12353,31254,7.971433875169608e+17,12.0
12354,31255,5.854707003372339e+17,13.0
12355,31257,4.098375991343186e+17,5.0
12356,31259,5.359293177297633e+17,13.0
12356,31289,5.359293177297633e+17,13.0
12357,31261,1.1711118249767731e+17,11.0
12358,31264,2.206886138080133e+17,14.0
12358,31238,2.206886138080133e+17,14.0
12359,31265,6.755612471433626e+16,11.0
12360,31266,7.115747884384911e+17,13.0
12360,31854,7.115747884384911e+17,13.0
12361,31269,9.682825785387254e+17,12.0
12362,31271,2.702826355346637e+16,14.0
12362,31283,2.702826355346637e+16,14.0
12363,31274,8.016442383820431e+17,11.0
12364,31275,9.682848462814577e+17,9.0
12365,31278,7.34087220297728e+17,15.0
12366,31280,2.2068332240830464e+17,12.0
12366,31272,2.2068332240830464e+17,12.0
12367,31282,8.016645793303757e+17,12.0
12368,31284,1.1710011866192282e+17,3.0
12369,31285,2.206996776437678e+17,18.0
12370,31286,6.306125246051123e+16,12.0
12371,31295,3.963191723902894e+17,12.0
12372,31296,4.458608985951437e+17,11.0
12373,31297,3.377768440004608e+17,12.0
12373,30480,3.377768440004608e+17,12.0
12374,31298,7.115726581347123e+17,9.0
12375,31299,9.682813415881441e+17,8.0
12376,31300,3.692955817612411e+17,5.0
12377,31301,7.431083008867697e+17,14.0
12378,31302,6.575276758998712e+17,10.0
12379,31303,6.935573662720328e+17,5.0
12380,31304,1.1712169657761792e+17,10.0
12381,31305,8.511868579233137e+17,9.0
12382,31307,8.647040477167616e+17,14.0
12383,31308,7.476104574051287e+17,7.0
12384,31311,1.1259047172059955e+17,11.0
12385,31312,9.232395041589166e+17,4.0
12386,31314,3.3326891504605594e+17,10.0
12387,31317,5.404346353440522e+17,14.0
12387,31293,5.404346353440522e+17,14.0
12388,31318,1.3060741285072077e+17,10.0
12389,31320,8.376711799583539e+17,11.0
12390,31321,6.57527469741441e+17,10.0
12391,31322,7.025635347346227e+17,13.0
12391,31334,7.025635347346227e+17,13.0
12392,31323,4507379198590976.0,10.0
12393,31324,3.692969561507758e+17,5.0
12394,31327,2.206903317949317e+17,5.0
12395,31328,4.098401417549578e+17,8.0
12396,31330,6.575302872399872e+17,6.0
12397,31332,8.016539278114816e+17,11.0
12398,31333,6.710594342223872e+17,12.0
12399,31335,6.395312131738173e+17,14.0
12400,31336,6.440181826878177e+17,9.0
12401,31337,1.8015827874598093e+17,11.0
12402,31338,7.971378899588219e+17,13.0
12403,31339,4.68382057827926e+17,12.0
12404,31341,6.710430102674473e+17,12.0
12405,31344,4508684868648960.0,11.0
12406,31345,8.511843840221512e+17,15.0
12407,31346,3.648068255408456e+17,11.0
12408,31348,1.0359495477690368e+17,13.0
12408,31358,1.0359495477690368e+17,13.0
12409,31349,2.7022491117420544e+16,4.0
12410,31351,6.39524547384574e+17,11.0
12411,31352,9.502644004580229e+17,10.0
12412,31353,8.782076997732925e+17,11.0
12413,31355,5.404327111987036e+17,13.0
12413,31343,5.404327111987036e+17,13.0
12414,31357,4.593703918071972e+17,12.0
12415,31359,3.648003659100324e+17,12.0
12416,31360,9.502669430786621e+17,11.0
12417,31361,2.116727558992036e+17,11.0
12418,31362,2.7472266964605338e+17,9.0
12419,31363,5.584583109828936e+17,5.0
12420,31364,3.062485542324142e+17,4.0
12421,31365,3.5579021171779174e+17,11.0
12422,31367,9.1424652983586e+17,5.0
12422,31380,9.1424652983586e+17,5.0
12423,31368,4518855351205888.0,10.0
12424,31369,1.531264417797243e+17,12.0
12425,31371,1.846486842338181e+17,5.0
12426,31372,3.332724197393695e+17,8.0
12427,31373,7.160752956894085e+17,9.0
12428,31374,7.340958789517967e+17,11.0
12429,31376,8.646924341251932e+17,13.0
12430,31377,9.682792112843653e+17,11.0
12431,31378,3.918172907498373e+17,11.0
12432,31379,3.648068942603223e+17,13.0
12433,31383,8.106607147493622e+17,12.0
12434,31384,9010841387008000.0,11.0
12434,30603,9010841387008000.0,11.0
12435,31386,2.927374804723958e+17,12.0
12436,31387,4503737066323968.0,11.0
12437,31389,9.007735266659533e+16,14.0
12438,31390,2.2968392459327898e+17,12.0
12439,31391,7.476001494836183e+17,9.0
12440,31392,2.1168533156344627e+17,5.0
12441,31393,1.5762729262802534e+17,9.0
12442,31395,3.377850903376691e+17,12.0
12443,31396,9.007755882502554e+16,10.0
12444,31398,2.702819483398963e+16,13.0
12445,31399,9.458170820820992e+16,10.0
12446,31400,3.692968874312991e+17,11.0
12447,31401,2.251849291708498e+17,9.0
12448,31404,2.386955906140078e+17,5.0
12448,31443,2.386955906140078e+17,5.0
12449,31405,1.3511025656384717e+17,6.0
12450,31406,3.692970935897293e+17,11.0
12451,31408,4518511753822208.0,11.0
12451,31440,4518511753822208.0,11.0
12452,31409,3.24264052253524e+17,11.0
12453,31410,8.286628811919852e+17,10.0
12454,31411,5.404355286972498e+17,15.0
12455,31413,4.3685019464708915e+17,5.0
12456,31437,6.845485864693268e+17,12.0
12457,31438,2.386992327462748e+17,11.0
12458,31439,8.782083869680599e+17,11.0
12459,31442,4.0532458493863526e+17,14.0
12459,30694,4.0532458493863526e+17,14.0
12460,31445,5.404366969283543e+17,3.0
12461,31446,9.277428976278569e+17,9.0
12462,31447,3.3778515905714586e+17,11.0
12463,31449,4517412242194432.0,9.0
12464,31450,5.989798499519037e+17,12.0
12465,31451,7.971486101971927e+17,16.0
12466,31453,2.702162525201367e+17,4.0
12467,31454,4.954165748537754e+16,12.0
12468,31455,3.692956504807178e+17,14.0
12468,32004,3.692956504807178e+17,14.0
12469,31457,4.548721522990121e+17,12.0
12470,31459,5.5844951488987136e+17,14.0
12471,31460,4509165904986112.0,12.0
12472,31461,3.918149542876283e+17,12.0
12472,32011,3.918149542876283e+17,12.0
12473,31462,2.5220192273013146e+17,10.0
12474,31463,5.899732691724534e+17,10.0
12475,31465,7.430962749783409e+17,16.0
12475,32003,7.430962749783409e+17,16.0
12476,31468,9.007707778868838e+16,7.0
12477,31469,8.782075623343391e+17,13.0
12478,31470,7.476106635635589e+17,9.0
12479,31480,1.8017284727504896e+16,6.0
12480,31471,2.2519936026096435e+17,10.0
12481,31472,4.458606924367135e+17,14.0
12481,31467,4.458606924367135e+17,14.0
12482,31474,1.5312596074338714e+17,12.0
12483,31476,3.6480352700596224e+17,12.0
12484,31479,3.648036644449157e+17,5.0
12485,31509,3.918187338588488e+17,15.0
12485,31534,3.918187338588488e+17,15.0
12485,32054,3.918187338588488e+17,15.0
12486,31481,7.07069539543679e+17,15.0
12486,32026,7.07069539543679e+17,15.0
12486,32041,7.07069539543679e+17,15.0
12487,31483,7.07078129478271e+17,5.0
12488,31485,8.016540652504351e+17,11.0
12489,31487,9.457724144222208e+16,16.0
12489,31503,9.457724144222208e+16,16.0
12490,31489,5.269232179866501e+17,13.0
12491,31490,9.142318238678385e+17,11.0
12492,31495,3.648071004187525e+17,11.0
12493,31496,2.522019914496082e+17,13.0
12494,31497,8.737326187287675e+17,10.0
12495,31500,1.801492764945285e+17,12.0
12496,31501,1.8015814130702746e+17,10.0
12497,31504,9.682871827436667e+17,12.0
12498,31505,7.791246596804444e+17,14.0
12499,31506,7.340938860869714e+17,8.0
12500,31507,6.84548792627757e+17,13.0
12501,31545,1.531350317143163e+17,9.0
12502,31510,8.737326187287675e+17,10.0
12503,31511,1.8465033350125978e+17,15.0
12503,31499,1.8465033350125978e+17,15.0
12504,31513,6.575323488242893e+17,11.0
12505,31514,2.252844349731635e+16,10.0
12506,31515,9.682805856739e+17,13.0
12507,31518,2.1168107095588864e+17,8.0
12508,31519,8.511819788404654e+17,13.0
12509,31520,5.4043573485568e+17,13.0
12510,31528,8.286643243009966e+17,12.0
12511,31529,6.305149429481472e+16,11.0
12512,31530,2.2518506660980326e+17,14.0
12513,31531,8.737216236124897e+17,10.0
12514,31533,7.881323399715226e+17,11.0
12515,31536,2.2068215417720013e+17,11.0
12516,31537,9.008126967676928e+16,12.0
12517,31538,9.142325110626058e+17,13.0
12518,31539,2.4769887285857485e+17,10.0
12519,31540,3.37777050158891e+17,11.0
12520,31541,3.6479837304520704e+17,13.0
12521,31542,6.845540840274657e+17,11.0
12522,31544,4.953985703508705e+17,11.0
12523,31633,7.791370291862569e+17,14.0
